25/12/13,14:27:40,Recv,socket14<                                                
25/12/13,14:27:40,RECVDATA,0^ƒVƒXƒeƒ€<                                         
25/12/13,14:27:43,main syori$,MENU<                                             
25/12/13,14:28:03,main syori$,ƒf[ƒ^‘—M<                                       
25/12/13,14:28:09,shutdown,socket25<                                            
25/12/13,14:28:09,close,socket28<                                               
25/12/13,14:28:09,’ÊMŒo˜H‚ÌØ’f,socket43<                                      
25/12/13,14:28:09,Sock.Discon,<                                                 
25/12/13,14:28:10,Sock.Sync,ŠJn<                                               
25/12/13,14:28:10,Sock.Sync, 0<                                                 
25/12/13,14:28:05,main syori$,LIVE<                                             
25/12/13,14:28:05,FD_ZERO,socket18<                                             
25/12/13,14:28:05,FD_SET,socket19<                                              
25/12/13,14:28:05,select(),socket17<                                            
25/12/13,14:28:05,Sock.Send:ETC;ƒAƒ“ƒeƒiŒÌá,Err:0x107 Erl:0x5A7F<              
25/12/13,14:28:05,select(),ƒŠƒgƒ‰ƒC= 1<                                         
25/12/13,14:28:05,FD_ZERO,socket18<                                             
25/12/13,14:28:05,FD_SET,socket19<                                              
25/12/13,14:28:05,select(),socket17<                                            
25/12/13,14:28:05,Sock.Send:ETC;ƒAƒ“ƒeƒiŒÌá,Err:0x107 Erl:0x5A7F<              
25/12/13,14:28:05,select(),ƒŠƒgƒ‰ƒC= 2<                                         
25/12/13,14:28:05,FD_ZERO,socket18<                                             
25/12/13,14:28:05,FD_SET,socket19<                                              
25/12/13,14:28:05,select(),socket17<                                            
25/12/13,14:28:05,Sock.Send:ETC;ƒAƒ“ƒeƒiŒÌá,Err:0x107 Erl:0x5A7F<              
25/12/13,14:28:05,select(),ƒŠƒgƒ‰ƒC= 3<                                         
25/12/13,14:28:05,FD_ZERO,socket18<                                             
25/12/13,14:28:05,FD_SET,socket19<                                              
25/12/13,14:28:05,select(),socket17<                                            
25/12/13,14:28:05,Sock.Send:ETC;ƒAƒ“ƒeƒiŒÌá,Err:0x107 Erl:0x5A7F<              
25/12/13,14:28:05,select(),Error<                                               
25/12/13,14:28:05,Sock.Send,select<                                             
25/12/13,14:28:05,shutdown,socket25<                                            
25/12/13,14:28:05,Sock.discon,Err:0x107 Erl:0x588E<                             
25/12/13,14:28:05,close,socket28<                                               
25/12/13,14:28:05,Sock.discon,Err:0x107 Erl:0x58C4<                             
25/12/13,14:28:05,’ÊMŒo˜H‚ÌØ’f,socket43<                                      
25/12/13,14:28:05,Sock.discon,Err:0x104 Erl:0x5900<                             
25/12/13,14:28:05,Sock.Discon,<                                                 
25/12/13,14:28:05,com3.fnm$,COM3:<                                              
25/12/13,14:28:05,“¯Šúƒ`ƒFƒbƒN,192.168.1.30/ 22222<                             
25/12/13,14:28:05,Sock.Sync,ŠJn<                                               
25/12/13,14:28:05,Sock.Sync, 0<                                                 
25/12/13,14:28:05,tcp/ip’ÊMŒo˜H,socket40<                                      
25/12/13,14:28:05,tcp/ip’ÊMŒo˜H,socket41<                                      
25/12/13,14:28:05,socket,socket26<                                              
25/12/13,14:28:05,socket,socket24<                                              
25/12/13,14:28:05,htonl, 22222<                                                 
25/12/13,14:28:05,Sock.Svip$,192.168.1.30<                                      
25/12/13,14:28:06,FD_ZERO,socket18<                                             
25/12/13,14:28:06,FD_SET,socket19<                                              
25/12/13,14:28:06,select(),socket17<                                            
25/12/13,14:28:06,FD_ISSET,socket21<                                            
25/12/13,14:28:06,Sock.Send,select<                                             
25/12/13,14:28:06,Send,<                                                        
25/12/13,14:28:06,FD_ZERO,socket18<                                             
25/12/13,14:28:06,FD_SET,socket19<                                              
25/12/13,14:28:06,select(),socket17<                                            
25/12/13,14:28:06,FD_ISSET,socket21<                                            
25/12/13,14:28:06,Recv,socket14<                                                
25/12/13,14:28:06,RECVDATA,0^ƒVƒXƒeƒ€<                                         
25/12/13,14:28:13,main syori$,MENU<                                             
